status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,pd_estimate,LGD,EAD,stage,ecl
2,24,4,1,7758,4,5,2,2,1,4,4,29,3,1,1,3,2,1,2,1,0.256006297158489,0.345,7758,Stage 1,342.60170720383366
1,6,2,4,343,1,2,4,2,1,1,1,27,3,2,1,3,2,1,2,1,0.684633269352694,0.75,343,Stage 2,176.12190854098054
4,21,3,2,1591,2,4,4,3,1,3,1,34,3,2,2,4,2,1,2,1,0.2201409583990399,0.705,1591,Stage 1,141.0984038246143
1,27,2,3,3416,1,3,3,3,1,2,3,27,3,2,1,4,2,1,2,1,0.699463040260494,0.5700000000000001,3416,Stage 2,1361.9384749520132
1,12,0,5,1108,1,4,4,3,1,3,1,28,3,2,2,3,2,1,2,0,0.7589406270338325,0.75,1108,Stage 3,831.0
2,27,3,1,5965,1,5,1,3,1,2,3,30,3,2,2,4,2,2,2,1,0.25512525068082204,0.5700000000000001,5965,Stage 1,385.5282704788129
2,15,2,5,1514,2,3,4,3,3,2,1,22,3,2,1,3,2,1,2,1,0.258311863291251,0.705,1514,Stage 1,220.57146681694607
4,30,4,3,6742,5,4,2,3,1,3,2,36,3,2,2,3,2,1,2,1,0.08162851699277285,0.48,6742,Stage 1,105.66517662053272
1,18,2,2,3650,1,2,1,2,1,4,3,22,3,1,1,3,2,1,2,1,0.7974688249332302,0.5700000000000001,3650,Stage 2,1659.1338902735856
1,21,2,2,3599,1,4,1,2,1,4,3,26,3,1,1,2,2,1,2,1,0.7634444312993555,0.5700000000000001,3599,Stage 2,1566.152809700437
4,60,4,0,13756,5,5,2,3,1,4,4,63,1,3,1,4,2,2,2,1,0.4982245822332152,0.3,13756,Stage 1,411.21464119200647
2,9,2,0,276,1,3,4,4,1,4,1,22,3,1,1,2,2,1,2,1,0.7412557085308515,0.75,276,Stage 2,153.43993166588626
4,42,4,2,4041,3,3,4,3,1,4,1,36,3,2,2,3,2,2,2,1,0.18692411725636382,0.66,4041,Stage 1,142.43938176278792
2,9,2,3,458,1,3,4,3,1,3,1,24,3,2,1,3,2,1,2,1,0.3182186075272012,0.75,458,Stage 1,109.30809168559362
2,9,2,2,918,1,3,4,2,1,1,2,30,3,2,1,3,2,1,2,0,0.5715435538422753,0.66,918,Stage 3,605.88
4,24,2,0,7393,1,3,1,3,1,4,2,43,3,2,1,2,1,1,2,1,0.36020787627321404,0.66,7393,Stage 1,878.7955536649977
3,10,2,4,1225,1,3,2,3,1,2,3,37,3,2,1,3,2,2,2,1,0.19233985254908226,0.5700000000000001,1225,Stage 1,134.3013020423967
1,24,2,1,2812,5,5,2,2,1,4,1,26,3,1,1,3,2,1,2,1,0.2287203206114361,0.57,2812,Stage 1,183.3010393444171
4,15,2,1,3029,1,4,2,3,1,2,3,33,3,2,1,3,2,1,2,1,0.07929918741687025,0.5700000000000001,3029,Stage 1,109.5299408406792
3,12,4,0,1480,3,1,2,3,1,4,4,66,1,3,3,1,2,1,2,1,0.20145410886842485,0.38999999999999996,1480,Stage 1,116.27931163885482
3,6,4,6,1047,1,3,2,2,1,4,2,50,3,2,1,2,2,1,2,1,0.18640613884166324,0.66,1047,Stage 1,128.81037006236613
4,15,4,3,1471,1,3,4,3,1,4,4,35,3,3,2,3,2,2,2,1,0.1802862067938794,0.48,1471,Stage 1,101.83718791441788
4,24,2,2,5511,2,3,4,3,1,1,3,25,2,2,1,3,2,1,2,1,0.47865384970308145,0.525,5511,Stage 1,692.4386084998415
2,9,2,3,1206,1,5,4,2,1,4,1,25,3,2,1,3,2,1,2,1,0.36103077453319143,0.75,1206,Stage 1,326.5523355652717
2,24,3,3,6403,1,2,1,3,1,2,3,33,3,2,1,3,2,1,2,1,0.45821768977743504,0.5700000000000001,6403,Stage 1,836.1808422788014
4,12,2,3,707,1,3,4,3,1,2,1,30,1,2,2,3,2,1,2,1,0.2859313693652822,0.75,707,Stage 1,151.6151086059409
4,12,3,1,1503,1,3,4,4,1,4,1,41,3,1,1,3,2,1,2,1,0.14513838372588472,0.75,1503,Stage 1,163.60724305500355
2,12,2,0,6078,1,4,2,3,1,2,3,32,3,2,1,3,2,1,2,1,0.60876427858416,0.5700000000000001,6078,Stage 2,2109.039492583679
2,27,2,9,2528,1,2,4,2,1,1,2,32,3,2,1,3,1,2,2,1,0.7311174156259981,0.66,2528,Stage 2,1219.8547856236653
2,12,2,9,1037,2,4,3,3,1,4,1,39,3,2,1,2,2,1,2,1,0.2506473947582113,0.705,1037,Stage 1,183.2445505968069
1,6,2,1,1352,3,1,1,2,1,2,2,23,3,1,1,1,2,2,2,1,0.17890607767076716,0.57,1352,Stage 1,137.8721796962
4,24,2,3,3181,1,2,4,2,1,4,2,26,3,2,1,3,2,2,2,1,0.34262572190335794,0.66,3181,Stage 1,359.66449905361196
4,18,2,3,4594,1,2,3,3,1,2,3,32,3,2,1,3,2,2,2,1,0.2555701835994125,0.5700000000000001,4594,Stage 1,446.15398091316644
2,48,2,10,5381,5,1,3,3,1,4,4,40,1,3,1,1,2,2,2,1,0.45404650309861394,0.3,5381,Stage 1,183.24181748802312
4,15,2,1,4657,1,3,3,3,1,2,3,30,3,2,1,3,2,2,2,1,0.10744070828373697,0.5700000000000001,4657,Stage 1,228.16022858567757
2,9,2,9,1391,1,3,2,4,1,1,1,27,1,2,1,3,2,2,2,1,0.5156914209407666,0.75,1391,Stage 2,537.9950748964548
2,18,2,9,1913,4,2,3,4,1,3,1,36,1,2,1,3,2,2,2,1,0.421549944147374,0.615,1913,Stage 1,330.63426769310985
4,42,2,3,7166,5,4,2,4,1,4,2,29,3,1,1,3,2,2,2,1,0.28506400947405486,0.48,7166,Stage 1,280.1511348879191
4,13,2,3,1409,2,1,2,2,1,4,1,64,3,2,1,3,2,1,2,1,0.11976004402750196,0.705,1409,Stage 1,109.81203778569132
4,24,3,9,2978,5,3,4,3,1,4,1,32,3,2,2,3,1,2,2,1,0.12484942438204194,0.57,2978,Stage 1,105.96345195577045
4,12,4,3,976,5,5,4,3,1,4,3,35,3,2,2,3,2,1,2,1,0.04747870311072577,0.38999999999999996,976,Stage 1,18.072293552066654
4,24,3,9,2375,3,3,4,3,1,2,3,44,3,2,2,3,1,2,2,1,0.25336545388039355,0.48,2375,Stage 1,144.41830871182432
4,12,4,3,522,3,5,4,3,1,4,2,42,3,2,2,3,1,2,2,1,0.053849120239884196,0.57,522,Stage 1,16.022267236175143
4,28,4,3,2743,1,5,4,3,1,2,3,29,3,2,2,3,2,1,2,1,0.2338193305535856,0.5700000000000001,2743,Stage 1,156.67665493450144
4,11,4,3,1154,2,1,4,2,1,4,1,57,3,2,3,2,2,1,2,1,0.17379292280233827,0.705,1154,Stage 1,141.39270820429834
4,24,4,1,5804,4,3,4,3,1,2,1,27,3,2,2,3,2,1,2,1,0.06119847145254964,0.615,5804,Stage 1,109.22274795550892
4,18,4,3,1169,5,3,4,3,1,3,2,29,3,2,2,3,2,2,2,1,0.05733610719364768,0.48,1169,Stage 1,21.448290978999722
1,15,4,2,1478,1,5,4,3,1,4,3,44,3,2,2,3,1,2,2,1,0.432032689709163,0.5700000000000001,1478,Stage 1,291.1762078179052
4,12,2,3,776,1,3,4,4,1,2,1,28,3,2,1,3,2,1,2,1,0.2366116630926538,0.75,776,Stage 1,137.7079879199245
2,11,4,0,1322,4,3,4,2,1,4,3,40,3,2,2,3,2,1,2,1,0.4349118944473622,0.435,1322,Stage 1,250.1047831398446
2,16,4,0,1175,1,1,2,3,1,3,3,68,3,3,3,1,2,2,2,1,0.3406324967521055,0.5700000000000001,1175,Stage 1,171.103961024792
4,12,2,0,2133,5,5,4,2,1,4,4,52,3,3,1,4,2,2,2,1,0.2284709470486065,0.3,2133,Stage 1,146.1985590164033
4,15,4,3,1829,1,5,4,3,1,4,3,46,3,2,2,3,2,2,2,1,0.10822203835713196,0.5700000000000001,1829,Stage 1,90.25977731876863
4,12,4,3,717,1,5,4,3,1,4,1,52,3,2,3,3,2,1,2,1,0.09683186918248787,0.75,717,Stage 1,52.07133765288285
2,39,3,6,11760,2,4,2,3,1,3,4,32,3,1,1,3,2,2,2,1,0.8619607378145897,0.435,11760,Stage 2,4409.446350364315
2,9,4,6,1501,1,5,2,2,1,3,3,34,3,2,2,4,2,2,2,0,0.48191652431379484,0.5700000000000001,1501,Stage 3,855.57
1,12,2,6,1200,5,3,4,2,1,4,2,23,1,1,1,3,2,2,2,1,0.7641791054597211,0.48,1200,Stage 2,440.1671647447993
2,9,2,0,3195,5,3,1,2,1,2,1,33,3,2,1,2,2,1,2,1,0.28923755051661226,0.57,3195,Stage 1,526.7449651233284
4,30,4,3,4530,1,4,4,2,1,4,3,26,3,1,1,4,2,2,2,1,0.4562622658744606,0.5700000000000001,4530,Stage 1,471.245918685778
4,12,3,5,1555,4,5,4,3,1,4,4,55,3,3,2,3,1,1,2,0,0.13770879334378427,0.345,1555,Stage 3,536.4749999999999
2,15,4,9,2326,3,3,2,3,1,4,3,27,1,2,1,3,2,1,2,1,0.2870257432236196,0.48,2326,Stage 1,256.3668014354455
2,18,4,9,1887,5,3,4,4,1,4,1,28,1,2,2,3,2,1,2,1,0.3589338274683733,0.57,1887,Stage 1,257.3770903244717
4,12,4,9,1264,5,5,4,3,1,4,4,57,3,1,1,2,2,1,2,1,0.09302033146944799,0.3,1264,Stage 1,35.27330969321468
4,7,3,3,846,5,5,3,3,1,4,4,36,3,3,1,3,2,1,2,1,0.04886550311958626,0.3,846,Stage 1,12.402064691750994
4,15,4,6,1532,2,3,4,2,1,3,3,31,3,2,1,3,2,1,2,1,0.3257621779781973,0.525,1532,Stage 1,209.6084157982913
4,6,3,3,935,1,3,3,2,1,2,1,24,3,2,1,3,2,1,2,1,0.16309544882280347,0.75,935,Stage 1,114.37068348699093
1,27,4,9,2442,1,5,4,3,1,4,3,43,2,2,4,4,1,2,2,1,0.7797890567666991,0.5700000000000001,2442,Stage 2,1085.4195796758393
2,18,4,9,3590,1,1,3,4,1,3,3,40,3,2,3,1,1,2,2,1,0.503590224815708,0.5700000000000001,3590,Stage 2,1030.4966770403835
4,21,4,2,2288,1,2,4,2,1,4,2,23,3,2,1,3,2,2,2,1,0.25342700480186886,0.66,2288,Stage 1,218.6828865206892
4,27,3,9,5117,1,4,3,3,1,4,3,26,3,2,2,3,2,1,2,1,0.37563489630672386,0.5700000000000001,5117,Stage 1,486.9380203150483
1,39,4,2,14179,5,4,4,3,1,4,2,30,3,2,2,4,2,2,2,1,0.6579779990810732,0.48,14179,Stage 2,4478.145623505858
4,15,2,3,1386,5,3,4,4,1,2,1,40,3,1,1,3,2,2,2,1,0.15560586603568416,0.57,1386,Stage 1,98.34539702840897
4,12,4,3,618,1,5,4,3,1,4,1,56,3,2,1,3,2,1,2,1,0.05571509103862882,0.75,618,Stage 1,25.823944696404457
4,12,2,2,1574,1,3,4,3,1,2,1,50,3,2,1,3,2,1,2,1,0.18645861286365717,0.75,1574,Stage 1,220.11439248554728
4,6,4,3,700,5,5,4,3,1,4,4,36,3,3,2,3,2,1,2,1,0.05202483770111388,0.3,700,Stage 1,10.925215917233913
4,12,2,3,886,5,3,4,2,1,2,3,21,3,2,1,3,2,1,2,1,0.1495587483512283,0.38999999999999996,886,Stage 1,51.67852990528342
4,36,2,1,4686,1,3,2,3,1,2,4,32,3,3,1,4,2,2,2,1,0.20734377860129394,0.48,4686,Stage 1,155.45807144410614
2,9,2,3,790,3,3,4,2,1,3,1,66,3,2,1,2,2,1,2,1,0.24350189040755066,0.66,790,Stage 1,126.96188565849693
2,12,2,3,766,3,3,4,3,1,3,1,66,3,2,1,2,2,1,2,0,0.17974526573768546,0.66,766,Stage 3,505.56
1,20,2,2,2212,5,4,4,3,1,4,3,39,3,2,1,3,2,2,2,1,0.3242926284240455,0.38999999999999996,2212,Stage 1,167.85645881331334
2,10,2,0,7308,1,1,2,3,1,4,4,70,1,3,1,4,2,2,2,1,0.7483680622739917,0.48,7308,Stage 2,2625.155423567199
2,24,4,6,5743,1,2,2,2,1,4,4,24,3,3,2,3,2,2,2,1,0.7666553170745598,0.48,5743,Stage 2,2113.3927132604144
1,14,2,0,3973,1,1,1,3,1,4,4,22,3,3,1,3,2,1,2,1,0.7610233222064757,0.48,3973,Stage 2,1451.3019163806373
2,60,3,3,7418,5,3,1,3,1,1,1,27,3,2,1,2,2,1,2,1,0.38417573577589337,0.57,7418,Stage 1,324.87897931035576
2,20,3,10,2629,1,3,2,3,1,3,3,29,1,2,2,3,2,2,2,1,0.5137752421678836,0.5700000000000001,2629,Stage 2,769.9076136458386
2,18,2,9,1941,4,3,4,3,1,2,2,35,3,2,1,2,2,2,2,1,0.3055884307198212,0.525,1941,Stage 1,207.60150040951055
2,24,3,2,2333,5,2,4,3,1,2,2,29,1,2,1,2,2,1,2,1,0.41931673179550544,0.48,2333,Stage 1,234.7838244669394
4,12,2,1,2445,5,2,2,4,1,4,3,26,3,1,1,3,2,2,2,1,0.07179845434747811,0.38999999999999996,2445,Stage 1,68.46341614303775
2,20,2,1,6468,5,1,1,1,1,4,1,60,3,2,1,4,2,2,2,1,0.14575103749982732,0.57,6468,Stage 1,322.409457007718
2,18,4,2,7374,1,1,4,3,1,4,2,40,2,2,2,4,2,2,2,1,0.6430095120743837,0.66,7374,Stage 2,3129.4244137440937
4,15,2,1,3812,2,2,1,2,1,4,3,23,3,2,1,3,2,2,2,1,0.08223033239881095,0.525,3812,Stage 1,131.6540513837923
1,28,2,0,4006,1,3,3,3,1,2,3,45,3,2,1,2,2,1,2,0,0.8043002598746756,0.5700000000000001,4006,Stage 3,2283.42
2,12,2,0,7472,5,1,1,2,1,2,1,24,3,1,1,1,2,1,2,1,0.46502527265391225,0.57,7472,Stage 1,1980.5612372439182
3,12,2,2,1424,5,5,3,2,1,4,1,55,3,2,1,4,2,2,2,1,0.07028277928831994,0.57,1424,Stage 1,57.04712629274352
2,12,2,1,2028,5,3,4,3,1,2,3,30,3,2,1,3,2,1,2,1,0.11527530393912955,0.38999999999999996,2028,Stage 1,91.17354339153633
4,15,2,0,5324,3,5,1,2,1,4,4,35,3,3,1,3,2,1,2,1,0.2998737843129454,0.38999999999999996,5324,Stage 1,498.1167446368218
2,36,2,3,2323,1,4,4,3,1,4,3,24,3,1,1,3,2,1,2,1,0.7112410943960557,0.5700000000000001,2323,Stage 2,941.7614455007614
4,12,2,6,1393,1,5,4,3,1,4,2,47,1,2,3,3,1,2,2,1,0.44496473869395325,0.66,1393,Stage 1,409.09168146044675
4,18,2,2,1984,1,3,4,3,1,4,4,47,1,3,2,3,2,1,2,1,0.4835756247975973,0.48,1984,Stage 1,307.01249267149853
4,24,2,3,999,5,5,4,3,1,2,3,25,3,2,2,3,2,1,2,1,0.13279023541967716,0.38999999999999996,999,Stage 1,25.868201810930206
4,36,2,9,7409,5,5,3,3,1,2,2,37,3,2,2,3,2,1,2,1,0.24233029591901833,0.48,7409,Stage 1,287.26802599424104
4,15,2,2,2186,5,4,1,2,1,4,1,33,1,1,1,2,2,1,2,1,0.16746031456773314,0.57,2186,Stage 1,166.92712092614946
3,36,2,3,4473,1,5,4,3,1,2,3,31,3,2,1,3,2,1,2,1,0.3954845523884012,0.5700000000000001,4473,Stage 1,336.11045653833054
4,24,2,8,937,1,2,4,4,1,3,3,27,3,2,2,2,2,1,2,1,0.2627181602891887,0.5700000000000001,937,Stage 1,70.1575711144264
4,18,2,2,3422,1,5,4,3,1,4,2,47,1,2,3,3,1,2,2,1,0.3867662462935618,0.66,3422,Stage 1,582.3462017192901
4,24,2,3,3105,5,2,4,3,1,2,3,25,3,2,2,3,2,1,2,1,0.2111010720083496,0.38999999999999996,3105,Stage 1,127.81642157425546
4,12,4,6,2748,1,5,2,2,1,4,4,57,1,3,3,2,2,1,2,1,0.46275528615949424,0.48,2748,Stage 1,610.3927326558193
2,18,2,5,3872,1,1,2,2,1,4,3,67,3,2,1,3,2,2,2,1,0.5071375561659041,0.5700000000000001,3872,Stage 2,1119.272871960397
4,27,2,5,5190,5,5,4,3,1,4,2,48,3,2,4,3,1,2,2,1,0.2252258829175372,0.48,5190,Stage 1,249.37009756629718
2,18,2,2,3001,1,4,2,2,1,4,1,40,3,1,1,3,2,1,2,1,0.5687877747244529,0.75,3001,Stage 2,1280.1990839610621
4,24,3,9,3863,1,3,1,3,1,2,4,32,3,3,1,3,2,1,2,1,0.2908886060601008,0.48,3863,Stage 1,269.6886444504407
4,12,4,2,5801,5,5,2,3,1,4,2,49,3,1,1,3,2,2,1,1,0.013055816137490406,0.48,5801,Stage 1,36.35365891851929
4,12,4,2,1592,4,4,3,2,1,2,2,35,3,2,1,3,2,1,2,1,0.08663999691297952,0.525,1592,Stage 1,72.4137094198683
4,12,4,9,1185,1,3,3,2,1,2,1,27,3,2,2,3,2,1,2,1,0.22147375640495393,0.75,1185,Stage 1,196.8348010049028
4,18,4,2,3780,1,2,3,1,1,2,3,35,3,2,2,4,2,2,2,1,0.4617701654164734,0.5700000000000001,3780,Stage 1,663.2866656042224
2,18,4,2,3612,1,5,3,2,1,4,2,37,3,2,1,3,2,2,1,1,0.09904158108095729,0.66,3612,Stage 1,157.40480398034381
4,12,2,9,1076,1,3,2,4,1,2,1,26,3,2,1,3,2,2,2,1,0.19624469348428553,0.75,1076,Stage 1,158.36946764181843
4,12,2,0,3527,5,2,2,3,1,3,2,45,3,2,1,4,1,2,2,1,0.13516355607381914,0.48,3527,Stage 1,228.82649389073282
4,18,2,3,2051,1,2,4,3,1,1,1,33,3,2,1,3,2,1,2,1,0.23631472833652656,0.75,2051,Stage 1,242.34075390910797
4,12,4,2,3331,1,5,2,3,1,4,2,42,2,2,1,3,2,1,2,1,0.10370152011722389,0.66,3331,Stage 1,227.98364391691203
1,18,0,9,3104,1,4,3,3,1,1,2,31,1,2,1,3,2,2,2,1,0.8373480587418506,0.66,3104,Stage 2,1715.4247270609048
4,24,4,3,2611,1,5,4,4,2,3,1,46,3,2,2,3,2,1,2,1,0.28343811043432354,0.75,2611,Stage 1,277.52133987900703
1,12,4,1,1409,1,5,4,3,1,3,1,54,3,2,1,3,2,1,2,1,0.11739788533596562,0.75,1409,Stage 1,124.06021532878167
4,24,2,3,1311,2,4,4,4,1,3,2,26,3,2,1,3,2,2,2,1,0.22155718919076772,0.615,1311,Stage 1,89.31690357144716
4,6,2,3,2108,1,4,2,4,1,2,1,29,3,1,1,3,2,1,2,1,0.24287969876106041,0.75,2108,Stage 1,383.9928037412365
4,24,4,1,4042,5,4,3,3,1,4,2,43,3,2,2,3,2,2,2,1,0.02188283555912862,0.48,4042,Stage 1,21.228101119199493
4,12,4,0,926,1,1,1,2,1,2,2,38,3,2,1,1,2,1,2,1,0.13384106073458057,0.66,926,Stage 1,81.79830267854628
1,12,2,3,1680,3,5,3,4,1,1,1,35,3,2,1,3,2,1,2,1,0.371422834575608,0.66,1680,Stage 1,411.83363897743413
4,24,2,0,1249,1,2,4,4,1,2,1,28,3,2,1,3,2,1,2,1,0.5299839991530398,0.75,1249,Stage 2,496.46251120661003
4,24,4,0,2463,2,4,4,4,1,3,2,27,3,2,2,3,2,2,2,1,0.34933499605797413,0.615,2463,Stage 1,264.57671930191805
4,6,2,3,1595,1,4,3,3,1,2,2,51,3,2,1,3,1,1,2,1,0.1220789242233763,0.66,1595,Stage 1,128.51248352994824
4,24,4,5,2058,1,3,4,1,1,2,1,33,3,2,2,3,2,2,2,1,0.3662793902112783,0.75,2058,Stage 1,282.676119395554
4,24,2,1,7814,1,4,3,3,1,3,3,38,3,2,1,4,2,2,2,1,0.15479647429215793,0.5700000000000001,7814,Stage 1,344.7302002838928
4,6,4,3,1740,1,5,2,4,1,2,1,30,3,1,2,3,2,1,2,1,0.17162254915836117,0.75,1740,Stage 1,223.96742665166133
4,12,4,3,1240,5,5,4,2,1,2,1,38,3,2,2,3,2,2,2,1,0.0520102896330249,0.57,1240,Stage 1,36.760872712621996
4,24,4,1,6842,5,3,2,3,1,4,2,46,3,2,2,4,1,2,2,1,0.03197893814818442,0.48,6842,Stage 1,52.51197475437068
4,24,4,2,5150,1,5,4,3,1,4,3,33,3,2,1,3,2,2,2,1,0.18530504527794678,0.5700000000000001,5150,Stage 1,271.9814802067064
1,6,2,0,1203,2,5,3,3,1,2,2,43,3,2,1,3,2,2,2,1,0.4350162615796769,0.615,1203,Stage 1,321.84460604841604
4,6,4,0,2080,3,3,1,4,1,2,3,24,3,2,1,3,2,1,2,1,0.15071482040466855,0.48,2080,Stage 1,150.47367669202106
4,6,2,6,1538,1,2,1,2,1,2,4,56,3,2,1,3,2,1,2,1,0.3417391495097878,0.48,1538,Stage 1,252.28550973410572
2,24,4,0,3878,2,2,4,1,1,2,3,37,3,2,1,3,2,2,2,1,0.7456755415531879,0.525,3878,Stage 2,1518.158118825213
2,30,2,2,3832,1,2,2,4,1,1,2,22,3,2,1,3,2,1,2,1,0.696823988757661,0.66,3832,Stage 2,1762.3514864467757
4,15,2,0,3186,4,4,2,2,1,3,3,20,3,1,1,3,2,1,2,1,0.40542404235914153,0.435,3186,Stage 1,449.50498763676626
2,24,2,3,2896,2,2,2,3,1,1,3,29,3,2,1,3,2,1,2,1,0.4399856805168496,0.525,2896,Stage 1,334.47711432890907
2,24,3,9,6967,2,4,4,3,1,4,3,36,3,1,1,4,2,2,2,1,0.69516519413421,0.525,6967,Stage 2,2542.6883514548467
4,36,2,6,1819,1,3,4,3,1,4,4,37,2,3,1,3,2,2,2,0,0.6167546756618654,0.48,1819,Stage 3,873.12
4,24,2,3,5943,5,2,1,2,1,1,3,44,3,2,2,3,2,2,2,0,0.1792087875795425,0.38999999999999996,5943,Stage 3,2317.7699999999995
4,36,4,2,7127,1,2,2,2,1,4,2,23,3,1,2,3,2,2,2,0,0.5575150131054404,0.66,7127,Stage 3,4703.820000000001
4,36,2,2,3349,1,3,4,2,1,2,3,28,3,2,1,4,2,2,2,0,0.5771478251413336,0.5700000000000001,3349,Stage 3,1908.9300000000003
4,36,2,2,10974,1,1,4,2,1,2,3,26,3,2,2,4,2,2,2,0,0.8238405851973138,0.5700000000000001,10974,Stage 3,6255.18
4,6,2,3,518,1,3,3,2,1,1,1,29,3,2,1,3,2,1,2,1,0.18635765893269185,0.75,518,Stage 1,72.39995049535078
4,18,2,3,1126,5,2,4,2,1,2,1,21,3,1,1,3,2,2,2,1,0.20967717075500392,0.57,1126,Stage 1,89.71666782265106
2,12,4,1,1860,1,1,4,3,1,2,3,34,3,2,2,4,2,2,2,1,0.24709037213606067,0.5700000000000001,1860,Stage 1,261.96521253865154
4,36,4,3,9566,1,3,2,2,1,2,3,31,2,2,2,3,2,1,2,1,0.551507160158285,0.5700000000000001,9566,Stage 2,3007.1589716222684
1,12,2,3,701,1,3,4,4,1,2,1,40,3,2,1,2,2,1,2,1,0.5580720207670856,0.75,701,Stage 2,293.4063649182953
2,12,2,3,2930,1,4,2,2,1,1,1,27,3,2,1,3,2,1,2,1,0.397203214605543,0.75,2930,Stage 1,872.8540640956808
4,18,2,3,1505,1,3,4,3,1,2,4,32,3,3,1,4,2,2,2,1,0.31184716484090413,0.48,1505,Stage 1,150.18559458737943
4,18,4,3,2238,1,3,2,2,1,1,3,25,3,2,2,3,2,1,2,1,0.2477580533025443,0.5700000000000001,2238,Stage 1,210.70335885061576
4,4,4,3,1503,1,4,2,3,1,1,1,42,3,2,2,2,1,1,2,1,0.07356152533946614,0.75,1503,Stage 1,82.9222294389132
4,24,4,1,2197,5,4,4,3,1,4,3,43,3,2,2,3,1,2,2,1,0.02972006857186471,0.38999999999999996,2197,Stage 1,12.732523177215418
3,12,2,3,1881,1,3,2,2,1,2,3,44,3,1,1,2,2,2,2,1,0.3385030181499029,0.5700000000000001,1881,Stage 1,362.93278096978145
1,18,4,3,1880,1,4,4,4,1,1,2,32,3,2,2,4,2,2,2,1,0.6027810417049484,0.66,1880,Stage 2,747.9307165475001
1,18,2,3,2389,1,2,4,2,1,1,3,27,2,2,1,3,2,1,2,1,0.8244269956624896,0.5700000000000001,2389,Stage 2,1122.646972803482
2,24,2,3,1967,1,5,4,2,1,4,3,20,3,2,1,3,2,2,2,1,0.5259636599614399,0.5700000000000001,1967,Stage 2,589.7051959121668
4,4,4,0,3380,1,4,1,2,1,1,1,37,3,2,1,3,1,1,2,1,0.17505361744042758,0.75,3380,Stage 1,443.7609202114839
4,4,4,0,1455,1,4,2,3,1,1,1,42,3,2,3,2,1,1,2,1,0.19010746293085445,0.75,1455,Stage 1,207.45476892329492
4,7,4,3,730,5,5,4,3,1,2,2,46,3,1,2,2,2,2,2,1,0.05803637354457336,0.48,730,Stage 1,20.335945290018504
2,18,0,2,3244,1,3,1,2,1,4,3,33,1,2,2,3,2,2,2,1,0.8001142016658332,0.5700000000000001,3244,Stage 2,1479.4751680162592
2,9,2,3,1670,1,2,4,2,1,2,3,22,3,2,1,3,2,2,2,0,0.5504339938911155,0.5700000000000001,1670,Stage 3,951.9000000000001
2,48,2,3,3979,5,4,4,3,1,1,3,41,3,2,2,3,1,2,2,1,0.5004913988484286,0.38999999999999996,3979,Stage 2,776.66755764698
2,12,2,2,1922,1,3,4,3,1,2,2,37,3,2,1,2,2,1,2,0,0.464576250329613,0.66,1922,Stage 3,1268.52
2,18,4,2,1295,1,2,4,2,1,1,2,27,3,2,2,3,2,1,2,1,0.606795295346215,0.66,1295,Stage 2,518.62793893241
4,4,4,3,1544,1,4,2,3,1,1,1,42,3,2,3,2,1,1,2,1,0.09511701017095064,0.75,1544,Stage 1,110.14549777796084
2,8,2,9,907,1,2,3,4,1,2,1,26,3,2,1,3,2,2,2,1,0.45456089989078463,0.75,907,Stage 1,309.21505215070624
2,30,2,3,1715,5,3,4,2,1,1,3,26,3,2,1,3,2,1,2,1,0.46407403748346643,0.38999999999999996,1715,Stage 1,124.1583679883266
3,10,4,3,1347,5,4,4,3,1,2,2,27,3,2,2,3,2,2,2,1,0.05347123982043256,0.48,1347,Stage 1,34.57236481829887
2,12,2,0,1007,4,3,4,4,1,1,1,22,3,2,1,3,2,1,2,1,0.5113027191128746,0.615,1007,Stage 2,316.6523304601988
4,12,4,2,1402,3,4,3,2,1,4,3,37,3,1,1,3,2,2,2,1,0.1583158321796213,0.48,1402,Stage 1,106.54022242359795
2,12,2,0,2002,1,4,3,3,1,4,2,30,3,1,1,3,1,2,2,1,0.6251248634935682,0.66,2002,Stage 2,825.9899846313216
4,12,4,6,2096,1,4,2,3,1,3,1,49,3,2,1,2,1,1,2,1,0.12564559660815555,0.75,2096,Stage 1,197.51487786802053
4,12,2,0,1101,1,3,3,4,1,2,1,27,3,2,2,3,2,2,2,1,0.3901270161470344,0.75,1101,Stage 1,322.1473835834136
4,10,2,8,894,5,4,4,2,1,3,2,40,3,2,1,3,2,2,2,1,0.0326651997925943,0.48,894,Stage 1,14.017290534998065
2,11,2,2,1577,4,2,4,2,1,1,1,20,3,2,1,3,2,1,2,1,0.41972724867852707,0.615,1577,Stage 1,407.0745707671129
4,33,3,9,2764,1,3,2,2,1,2,3,26,3,2,2,3,2,2,2,1,0.4467290251211832,0.5700000000000001,2764,Stage 1,255.93187072651705
2,48,0,0,8358,3,2,1,2,1,1,3,30,3,2,2,3,2,1,2,1,0.9444036574253369,0.48,8358,Stage 2,3788.7963690052634
3,12,2,2,1474,1,2,4,2,1,1,2,33,1,2,1,4,2,2,2,1,0.5202489647358994,0.66,1474,Stage 2,506.1190028536724
4,24,2,1,5433,5,1,2,2,1,4,2,26,3,1,1,4,2,2,2,1,0.13815540900364642,0.48,5433,Stage 1,180.14360090803464
